Localização;CodProduto;Data;Quantidade;Vendendor;idCliente
Germany;P048;07/06/2023;338;9;782
Venezuela;P033;07/06/2023;277;1;516
Iraq;P030;07/06/2023;493;3;333
Japan;P029;07/06/2023;117;2;512
Argentina;P048;07/06/2023;136;10;507
Pakistan;P011;07/06/2023;292;3;880
Niger;P053;07/06/2023;233;2;695
Ukraine;P046;07/06/2023;337;1;665
France;P045;07/06/2023;91;5;651
South Africa;P006;07/06/2023;172;7;268
Peru;P027;07/06/2023;165;2;938
USA;P026;07/06/2023;110;1;712
Algeria;P009;07/06/2023;249;4;325
Germany;P008;07/06/2023;306;6;246
Nicaragua;P048;07/06/2023;64;9;200
Ecuador;P043;07/06/2023;503;8;378
Mexico;P042;07/06/2023;446;5;888
Yemen;P034;07/06/2023;588;9;712
Indonesia;P024;07/06/2023;180;3;205
Guatemala;P016;07/06/2023;92;5;203
Ukraine;P006;07/06/2023;114;1;677
France;P005;07/06/2023;446;9;577
Malaysia;P001;07/06/2023;337;10;888
Thailand;P040;07/06/2023;490;9;355
Brazil;P039;07/06/2023;445;10;257
Fiji;P022;07/06/2023;358;8;683
Russia;P021;07/06/2023;235;1;889
New Zealand;P019;07/06/2023;135;10;501
Ecuador;P003;07/06/2023;260;10;994
Saudi Arabia;P006;08/06/2023;427;10;711
Mexico;P041;08/06/2023;110;1;816
Bolivia;P047;08/06/2023;499;7;863
Indonesia;P023;08/06/2023;424;4;531
South Africa;P022;08/06/2023;43;2;860
Mongolia;P022;08/06/2023;255;7;401
France;P004;08/06/2023;293;3;387
Bolivia;P053;08/06/2023;231;2;628
Thailand;P039;08/06/2023;225;6;128
Brazil;P038;08/06/2023;256;7;296
Fiji;P021;08/06/2023;140;9;532
Russia;P020;08/06/2023;345;4;182
New Zealand;P018;08/06/2023;405;7;775
Ecuador;P002;08/06/2023;187;9;664
Mexico;P001;08/06/2023;228;3;223
Uruguay;P037;08/06/2023;296;5;784
United Kingdom;P036;08/06/2023;261;10;947
Cuba;P050;08/06/2023;284;5;241
Honduras;P018;08/06/2023;190;5;897
Italy;P017;08/06/2023;277;2;688
Mongolia;P051;08/06/2023;491;6;656
Pakistan;P052;08/06/2023;436;6;500
China;P051;08/06/2023;196;4;797
Chile;P034;08/06/2023;229;6;323
Spain;P033;08/06/2023;109;2;946
Poland;P012;08/06/2023;416;1;533
Paraguay;P015;08/06/2023;517;3;500
Canada;P014;08/06/2023;342;1;376
Algeria;P050;08/06/2023;194;3;426
Germany;P049;08/06/2023;366;4;552
Venezuela;P034;08/06/2023;108;5;123
Iraq;P031;08/06/2023;290;4;185
Japan;P030;08/06/2023;428;7;505
Argentina;P049;08/06/2023;183;4;863
Pakistan;P012;08/06/2023;123;1;803
Nepal;P020;08/06/2023;287;5;737
Ukraine;P047;08/06/2023;251;9;240
France;P046;08/06/2023;353;3;541
South Africa;P007;08/06/2023;51;10;748
Peru;P028;08/06/2023;421;6;266
USA;P027;08/06/2023;518;5;923
Algeria;P010;08/06/2023;259;2;811
Germany;P009;08/06/2023;95;8;717
Nicaragua;P049;08/06/2023;171;7;868
Ecuador;P044;08/06/2023;565;5;825
Mexico;P043;08/06/2023;537;7;118
Yemen;P035;08/06/2023;587;1;847
Indonesia;P025;08/06/2023;101;3;448
Guatemala;P017;08/06/2023;433;5;977
Ukraine;P007;08/06/2023;528;7;928
France;P006;08/06/2023;78;5;804
Malaysia;P002;08/06/2023;170;2;169
Thailand;P041;08/06/2023;136;7;201
Brazil;P040;08/06/2023;137;2;210
Fiji;P023;08/06/2023;597;5;600
Russia;P022;08/06/2023;153;3;523
New Zealand;P020;08/06/2023;15;5;847
Ecuador;P004;08/06/2023;481;3;762
Saudi Arabia;P007;09/06/2023;262;4;279
Mexico;P042;09/06/2023;436;5;119
Bolivia;P048;09/06/2023;61;4;453
Indonesia;P024;09/06/2023;504;7;854
South Africa;P023;09/06/2023;32;5;388
Mongolia;P023;09/06/2023;277;10;172
France;P005;09/06/2023;174;6;330
Malaysia;P001;09/06/2023;351;1;498
Thailand;P040;09/06/2023;270;7;442
Brazil;P039;09/06/2023;239;10;845
Fiji;P022;09/06/2023;116;1;673
Russia;P021;09/06/2023;279;7;213
New Zealand;P019;09/06/2023;281;8;756
Ecuador;P003;09/06/2023;248;4;241
Mexico;P002;09/06/2023;227;10;646
Uruguay;P038;09/06/2023;421;3;640
United Kingdom;P037;09/06/2023;251;3;193
Cuba;P051;09/06/2023;292;7;674
Honduras;P019;09/06/2023;162;3;738
Italy;P018;09/06/2023;268;10;395
Mongolia;P052;09/06/2023;469;1;816
Pakistan;P053;09/06/2023;302;1;263
China;P052;09/06/2023;436;9;585
Chile;P035;09/06/2023;418;3;135
Spain;P034;09/06/2023;140;9;227
Poland;P013;09/06/2023;159;1;226
Paraguay;P016;09/06/2023;352;5;656
Canada;P015;09/06/2023;435;4;445
Algeria;P051;09/06/2023;71;5;630
Germany;P050;09/06/2023;378;6;748
Venezuela;P035;09/06/2023;66;3;399
Iraq;P032;09/06/2023;83;3;477
Japan;P031;09/06/2023;483;8;247
Argentina;P050;09/06/2023;110;5;571
Pakistan;P013;09/06/2023;192;10;517
Nepal;P021;09/06/2023;209;2;494
Ukraine;P048;09/06/2023;200;3;513
France;P047;09/06/2023;321;4;360
South Africa;P008;09/06/2023;69;7;325
Peru;P029;09/06/2023;562;1;492
USA;P028;09/06/2023;321;10;532
Algeria;P011;09/06/2023;290;8;233
Germany;P010;09/06/2023;363;4;151
Nicaragua;P050;09/06/2023;558;8;386
Ecuador;P045;09/06/2023;242;4;393
Mexico;P044;09/06/2023;587;6;667
Yemen;P036;09/06/2023;269;8;111
Indonesia;P026;09/06/2023;67;3;684
Guatemala;P018;09/06/2023;181;6;410
Ukraine;P008;09/06/2023;303;4;484
France;P007;09/06/2023;288;9;191
Malaysia;P003;09/06/2023;405;4;793
Thailand;P042;09/06/2023;563;1;322
Brazil;P041;09/06/2023;144;2;869
Fiji;P024;09/06/2023;175;6;636
Russia;P023;09/06/2023;257;7;188
New Zealand;P021;09/06/2023;252;3;870
Ecuador;P005;09/06/2023;487;6;793
Saudi Arabia;P010;12/06/2023;172;7;596
Mexico;P045;12/06/2023;510;4;188
Bolivia;P051;12/06/2023;244;6;414
Indonesia;P027;12/06/2023;180;9;744
South Africa;P026;12/06/2023;98;1;126
Mongolia;P026;12/06/2023;269;7;563
France;P008;12/06/2023;294;8;532
Malaysia;P004;12/06/2023;105;4;625
Thailand;P043;12/06/2023;249;3;546
Brazil;P042;12/06/2023;365;7;868
Fiji;P025;12/06/2023;236;7;957
Russia;P024;12/06/2023;264;2;448
New Zealand;P022;12/06/2023;426;5;539
Ecuador;P006;12/06/2023;236;8;309
Mexico;P005;12/06/2023;314;2;913
Uruguay;P041;12/06/2023;270;4;476
United Kingdom;P040;12/06/2023;210;5;963
Turkey;P001;12/06/2023;421;8;837
Honduras;P022;12/06/2023;141;7;359
Italy;P021;12/06/2023;248;2;402
Bolivia;P002;12/06/2023;182;6;470
Thailand;P003;12/06/2023;134;1;834
Brazil;P002;12/06/2023;289;8;524
Chile;P038;12/06/2023;166;8;720
Spain;P037;12/06/2023;266;8;148
Poland;P016;12/06/2023;377;3;576
Paraguay;P019;12/06/2023;243;2;297
Canada;P018;12/06/2023;356;8;469
Uruguay;P001;12/06/2023;536;4;281
Germany;P053;12/06/2023;155;9;759
Venezuela;P038;12/06/2023;175;4;553
Iraq;P035;12/06/2023;155;8;379
Japan;P034;12/06/2023;347;3;847
Argentina;P053;12/06/2023;83;9;631
Pakistan;P016;12/06/2023;304;5;167
Nepal;P024;12/06/2023;206;8;742
Ukraine;P051;12/06/2023;159;9;224
France;P050;12/06/2023;236;3;590
South Africa;P011;12/06/2023;81;2;575
Peru;P032;12/06/2023;107;4;775
USA;P031;12/06/2023;458;9;840
Algeria;P014;12/06/2023;119;6;947
Germany;P013;12/06/2023;332;5;681
Nicaragua;P053;12/06/2023;138;7;139
Ecuador;P048;12/06/2023;149;6;109
Mexico;P047;12/06/2023;477;9;138
Yemen;P052;12/06/2023;241;7;350
Indonesia;P029;12/06/2023;339;8;258
Libya;P036;12/06/2023;189;9;595
Ukraine;P011;12/06/2023;57;6;829
France;P010;12/06/2023;579;3;187
Malaysia;P024;12/06/2023;292;5;336
Thailand;P045;12/06/2023;507;8;140
Brazil;P044;12/06/2023;258;8;588
Fiji;P027;12/06/2023;520;9;338
Russia;P026;12/06/2023;273;2;305
New Zealand;P024;12/06/2023;598;7;660
Ecuador;P008;12/06/2023;170;1;122
Saudi Arabia;P011;13/06/2023;593;10;785
Mexico;P046;13/06/2023;442;4;329
Bolivia;P052;13/06/2023;522;10;907
Indonesia;P028;13/06/2023;325;4;185
South Africa;P027;13/06/2023;328;10;288
Mongolia;P027;13/06/2023;323;5;844
France;P009;13/06/2023;184;7;406
Malaysia;P005;13/06/2023;370;10;250
Thailand;P044;13/06/2023;183;4;413
Brazil;P043;13/06/2023;418;8;725
Fiji;P026;13/06/2023;402;3;948
Russia;P025;13/06/2023;132;6;833
New Zealand;P023;13/06/2023;289;10;154
Ecuador;P007;13/06/2023;90;4;858
Mexico;P006;13/06/2023;227;2;912
Uruguay;P042;13/06/2023;521;9;344
United Kingdom;P041;13/06/2023;404;2;857
Turkey;P002;13/06/2023;251;3;881
Honduras;P023;13/06/2023;77;5;225
Italy;P022;13/06/2023;254;2;940
Bolivia;P003;13/06/2023;139;10;792
Thailand;P004;13/06/2023;226;2;828
Brazil;P003;13/06/2023;297;7;333
Chile;P039;13/06/2023;477;3;110
Spain;P038;13/06/2023;198;7;695
Poland;P017;13/06/2023;70;1;824
Paraguay;P020;13/06/2023;289;7;301
Canada;P019;13/06/2023;388;8;702
Uruguay;P002;13/06/2023;262;4;386
United Kingdom;P001;13/06/2023;118;10;294
Venezuela;P039;13/06/2023;204;3;528
Iraq;P036;13/06/2023;127;8;201
Japan;P035;13/06/2023;490;10;372
Mongolia;P016;13/06/2023;89;6;106
Pakistan;P017;13/06/2023;336;6;618
Nepal;P025;13/06/2023;87;4;225
Ukraine;P052;13/06/2023;206;8;816
France;P051;13/06/2023;445;4;352
South Africa;P012;13/06/2023;299;6;618
Peru;P033;13/06/2023;473;9;746
USA;P032;13/06/2023;403;4;161
Algeria;P015;13/06/2023;164;10;602
Germany;P014;13/06/2023;326;4;415
Saudi Arabia;P001;13/06/2023;29;7;236
Ecuador;P049;13/06/2023;110;8;712
Mexico;P048;13/06/2023;150;1;343
Yemen;P053;13/06/2023;96;8;656
Indonesia;P030;13/06/2023;272;3;764
Libya;P037;13/06/2023;335;1;845
Ukraine;P012;13/06/2023;328;7;901
France;P011;13/06/2023;239;3;591
Malaysia;P025;13/06/2023;60;3;893
Thailand;P046;13/06/2023;310;7;823
Brazil;P045;13/06/2023;365;1;727
Fiji;P028;13/06/2023;37;2;420
Russia;P027;13/06/2023;306;2;142
New Zealand;P025;13/06/2023;99;7;327
Ecuador;P009;13/06/2023;153;3;396
Saudi Arabia;P012;14/06/2023;140;4;888
Mexico;P047;14/06/2023;405;2;658
Bolivia;P053;14/06/2023;390;7;126
Indonesia;P029;14/06/2023;561;3;736
South Africa;P028;14/06/2023;164;2;652
Mongolia;P028;14/06/2023;373;6;509
France;P010;14/06/2023;209;3;156
Malaysia;P024;14/06/2023;291;7;278
Thailand;P045;14/06/2023;130;2;372
Brazil;P044;14/06/2023;322;2;218
Fiji;P027;14/06/2023;349;3;739
Russia;P026;14/06/2023;246;7;670
New Zealand;P024;14/06/2023;398;2;657
Ecuador;P008;14/06/2023;233;2;716
Mexico;P007;14/06/2023;428;3;565
Uruguay;P043;14/06/2023;482;6;245
United Kingdom;P042;14/06/2023;344;10;672
Turkey;P003;14/06/2023;409;5;740
Honduras;P024;14/06/2023;131;8;840
Italy;P023;14/06/2023;241;5;319
Bolivia;P004;14/06/2023;275;10;437
Thailand;P005;14/06/2023;194;8;641
Brazil;P004;14/06/2023;236;4;949
Chile;P040;14/06/2023;153;1;449
Spain;P039;14/06/2023;338;10;193
Poland;P018;14/06/2023;125;7;631
Paraguay;P021;14/06/2023;376;5;208
Canada;P020;14/06/2023;309;10;561
Uruguay;P003;14/06/2023;179;4;519
United Kingdom;P002;14/06/2023;429;6;522
Venezuela;P040;14/06/2023;299;10;409
Iraq;P037;14/06/2023;470;2;830
Japan;P036;14/06/2023;95;9;593
Mongolia;P017;14/06/2023;191;1;872
Pakistan;P018;14/06/2023;335;5;198
Nepal;P026;14/06/2023;132;2;576
Ukraine;P053;14/06/2023;183;2;924
France;P052;14/06/2023;473;1;764
South Africa;P013;14/06/2023;182;9;181
Peru;P034;14/06/2023;423;3;631
USA;P033;14/06/2023;507;2;302
Algeria;P016;14/06/2023;56;6;466
Germany;P015;14/06/2023;486;8;472
Saudi Arabia;P002;14/06/2023;69;7;761
Ecuador;P050;14/06/2023;75;10;948
Mexico;P049;14/06/2023;255;6;982
Argentina;P001;14/06/2023;216;7;773
Indonesia;P031;14/06/2023;545;5;923
Libya;P038;14/06/2023;566;1;389
Ukraine;P013;14/06/2023;231;5;804
France;P012;14/06/2023;548;6;478
Malaysia;P026;14/06/2023;271;10;907
Thailand;P047;14/06/2023;504;7;299
Brazil;P046;14/06/2023;35;9;653
Fiji;P029;14/06/2023;143;3;490
Russia;P028;14/06/2023;48;5;715
New Zealand;P026;14/06/2023;112;1;736
Ecuador;P010;14/06/2023;500;3;233
Saudi Arabia;P013;15/06/2023;388;6;105
Mexico;P048;15/06/2023;220;6;476
Chile;P001;15/06/2023;177;8;373
Indonesia;P030;15/06/2023;526;10;673
South Africa;P029;15/06/2023;88;8;419
Mongolia;P029;15/06/2023;353;10;728
France;P011;15/06/2023;180;1;815
Malaysia;P025;15/06/2023;359;9;266
Thailand;P046;15/06/2023;352;4;834
Brazil;P045;15/06/2023;385;9;115
Fiji;P028;15/06/2023;177;4;667
Russia;P027;15/06/2023;300;3;382
New Zealand;P025;15/06/2023;181;7;413
Ecuador;P009;15/06/2023;84;5;363
Mexico;P008;15/06/2023;363;10;259
Uruguay;P044;15/06/2023;155;4;991
United Kingdom;P043;15/06/2023;317;7;117
Turkey;P004;15/06/2023;159;10;650
Honduras;P025;15/06/2023;110;3;242
Italy;P024;15/06/2023;177;10;825
Bolivia;P005;15/06/2023;87;9;855
Thailand;P006;15/06/2023;173;5;146
Brazil;P005;15/06/2023;228;5;246
Chile;P041;15/06/2023;459;7;981
Spain;P040;15/06/2023;270;1;683
Poland;P019;15/06/2023;133;9;428
Paraguay;P022;15/06/2023;238;2;382
Canada;P021;15/06/2023;119;2;844
Uruguay;P004;15/06/2023;580;7;186
United Kingdom;P003;15/06/2023;54;7;294
Venezuela;P041;15/06/2023;192;10;493
Iraq;P038;15/06/2023;448;1;177
Japan;P037;15/06/2023;287;4;981
Mongolia;P018;15/06/2023;275;8;432
Pakistan;P019;15/06/2023;90;3;870
Nepal;P027;15/06/2023;416;1;961
Chile;P001;15/06/2023;206;9;473
France;P053;15/06/2023;221;7;521
South Africa;P014;15/06/2023;71;3;870
Peru;P035;15/06/2023;337;8;958
USA;P034;15/06/2023;422;7;644
Algeria;P017;15/06/2023;154;2;465
Germany;P016;15/06/2023;296;7;766
Saudi Arabia;P003;15/06/2023;48;10;302
Ecuador;P051;15/06/2023;159;8;493
Mexico;P050;15/06/2023;37;1;539
Argentina;P002;15/06/2023;274;9;232
Indonesia;P032;15/06/2023;311;3;610
Libya;P039;15/06/2023;442;4;404
Ukraine;P014;15/06/2023;500;8;572
France;P013;15/06/2023;544;10;535
Malaysia;P027;15/06/2023;93;4;205
Thailand;P048;15/06/2023;469;1;498
Brazil;P047;15/06/2023;438;4;841
Fiji;P030;15/06/2023;585;9;931
Russia;P029;15/06/2023;416;1;483
New Zealand;P027;15/06/2023;24;3;704
Ecuador;P011;15/06/2023;367;1;260
Saudi Arabia;P014;16/06/2023;163;4;463
Mexico;P049;16/06/2023;285;7;217
Chile;P002;16/06/2023;600;9;192
Indonesia;P031;16/06/2023;282;10;178
South Africa;P030;16/06/2023;242;6;208
Mongolia;P030;16/06/2023;532;10;389
France;P012;16/06/2023;411;6;827
Malaysia;P026;16/06/2023;274;3;747
Thailand;P047;16/06/2023;417;9;229
Brazil;P046;16/06/2023;315;5;872
Fiji;P029;16/06/2023;287;9;271
Russia;P028;16/06/2023;312;2;296
New Zealand;P026;16/06/2023;331;1;121
Ecuador;P010;16/06/2023;145;7;925
Mexico;P009;16/06/2023;281;8;868
Yemen;P001;16/06/2023;563;7;841
United Kingdom;P044;16/06/2023;295;9;575
Turkey;P005;16/06/2023;238;3;432
Honduras;P026;16/06/2023;74;3;475
Italy;P025;16/06/2023;298;3;853
Bolivia;P006;16/06/2023;138;3;165
Thailand;P007;16/06/2023;475;3;718
Brazil;P006;16/06/2023;437;6;346
Chile;P042;16/06/2023;317;4;381
Spain;P041;16/06/2023;141;2;409
Poland;P020;16/06/2023;195;9;209
Paraguay;P023;16/06/2023;249;8;462
Canada;P022;16/06/2023;471;10;624
Uruguay;P005;16/06/2023;327;7;206
United Kingdom;P004;16/06/2023;198;10;502
Venezuela;P042;16/06/2023;232;9;939
Iraq;P039;16/06/2023;402;4;372
Japan;P038;16/06/2023;391;1;443
Mongolia;P019;16/06/2023;281;8;185
Pakistan;P020;16/06/2023;72;8;706
Nepal;P028;16/06/2023;79;10;858
Chile;P002;16/06/2023;53;5;184
Spain;P001;16/06/2023;400;2;933
South Africa;P015;16/06/2023;149;2;909
Peru;P036;16/06/2023;61;3;769
USA;P035;16/06/2023;124;5;194
Algeria;P018;16/06/2023;98;10;661
Germany;P017;16/06/2023;538;8;244
Saudi Arabia;P004;16/06/2023;162;3;821
Ecuador;P052;16/06/2023;552;10;807
Mexico;P051;16/06/2023;319;3;776
Argentina;P003;16/06/2023;462;1;404
Indonesia;P033;16/06/2023;143;3;335
Libya;P040;16/06/2023;269;1;511
Ukraine;P015;16/06/2023;133;5;922
France;P014;16/06/2023;116;8;271
Malaysia;P028;16/06/2023;485;8;117
Thailand;P049;16/06/2023;267;5;249
Brazil;P048;16/06/2023;516;4;748
Fiji;P031;16/06/2023;429;9;696
Russia;P030;16/06/2023;379;5;694
New Zealand;P028;16/06/2023;180;8;251
Ecuador;P012;16/06/2023;527;10;714
Saudi Arabia;P017;19/06/2023;501;4;603
Mexico;P052;19/06/2023;257;5;673
Chile;P005;19/06/2023;489;4;734
Indonesia;P034;19/06/2023;307;1;230
South Africa;P033;19/06/2023;535;3;284
Mongolia;P033;19/06/2023;315;8;572
France;P015;19/06/2023;117;4;746
Malaysia;P029;19/06/2023;345;1;579
Thailand;P050;19/06/2023;311;8;973
Brazil;P049;19/06/2023;244;7;368
Fiji;P032;19/06/2023;176;2;979
Russia;P031;19/06/2023;206;1;159
New Zealand;P029;19/06/2023;412;7;317
Ecuador;P013;19/06/2023;122;9;262
Mexico;P012;19/06/2023;522;1;556
Yemen;P004;19/06/2023;475;10;291
United Kingdom;P047;19/06/2023;209;6;861
Turkey;P008;19/06/2023;182;5;572
Honduras;P029;19/06/2023;62;4;332
Italy;P028;19/06/2023;277;4;247
Bolivia;P009;19/06/2023;255;10;700
Thailand;P010;19/06/2023;94;4;742
Brazil;P009;19/06/2023;465;5;355
Chile;P045;19/06/2023;195;8;787
Spain;P044;19/06/2023;67;4;510
Poland;P023;19/06/2023;229;7;633
Paraguay;P026;19/06/2023;404;2;668
Canada;P025;19/06/2023;181;9;269
Uruguay;P008;19/06/2023;468;6;628
United Kingdom;P007;19/06/2023;402;9;835
Venezuela;P045;19/06/2023;246;10;906
Iraq;P042;19/06/2023;255;7;933
Japan;P041;19/06/2023;356;6;333
Mongolia;P022;19/06/2023;201;9;158
Pakistan;P023;19/06/2023;109;5;847
Nepal;P048;19/06/2023;290;6;524
Chile;P005;19/06/2023;220;8;265
Spain;P004;19/06/2023;181;2;718
South Africa;P018;19/06/2023;292;4;526
Peru;P039;19/06/2023;420;6;847
USA;P038;19/06/2023;408;7;209
Algeria;P021;19/06/2023;222;9;364
Germany;P020;19/06/2023;551;3;918
Saudi Arabia;P007;19/06/2023;152;1;834
Iraq;P002;19/06/2023;492;4;439
Japan;P001;19/06/2023;78;5;434
Argentina;P006;19/06/2023;342;3;782
Indonesia;P036;19/06/2023;109;10;129
Libya;P043;19/06/2023;231;5;726
Ukraine;P018;19/06/2023;405;10;721
France;P017;19/06/2023;268;5;924
Malaysia;P031;19/06/2023;169;10;292
Thailand;P052;19/06/2023;395;1;111
Brazil;P051;19/06/2023;95;6;830
Fiji;P034;19/06/2023;402;1;582
Russia;P033;19/06/2023;88;7;940
New Zealand;P031;19/06/2023;365;7;470
Ecuador;P015;19/06/2023;487;2;294
Saudi Arabia;P033;20/06/2023;280;10;714
Mexico;P053;20/06/2023;195;4;849
Chile;P006;20/06/2023;320;7;158
Indonesia;P035;20/06/2023;527;8;771
South Africa;P034;20/06/2023;388;8;578
Mongolia;P034;20/06/2023;288;4;857
France;P016;20/06/2023;455;1;871
Malaysia;P030;20/06/2023;491;8;706
Thailand;P051;20/06/2023;284;10;408
Brazil;P050;20/06/2023;294;4;414
Fiji;P033;20/06/2023;223;6;160
Russia;P032;20/06/2023;378;5;117
New Zealand;P030;20/06/2023;292;5;133
Ecuador;P014;20/06/2023;265;1;403
Mexico;P013;20/06/2023;162;4;496
Yemen;P005;20/06/2023;388;8;474
United Kingdom;P048;20/06/2023;528;5;298
Turkey;P040;20/06/2023;575;6;245
Honduras;P030;20/06/2023;118;7;538
Italy;P029;20/06/2023;86;8;992
Bolivia;P010;20/06/2023;57;10;450
Thailand;P011;20/06/2023;302;7;445
Brazil;P010;20/06/2023;356;4;137
Chile;P046;20/06/2023;171;8;912
Spain;P045;20/06/2023;86;9;749
Poland;P024;20/06/2023;187;6;483
Paraguay;P027;20/06/2023;459;9;648
Canada;P026;20/06/2023;311;4;486
Uruguay;P009;20/06/2023;257;8;697
United Kingdom;P008;20/06/2023;245;1;699
Venezuela;P046;20/06/2023;55;10;123
Iraq;P043;20/06/2023;58;7;524
Japan;P042;20/06/2023;261;5;987
Mongolia;P023;20/06/2023;482;6;491
Pakistan;P024;20/06/2023;266;9;980
Nepal;P049;20/06/2023;113;9;162
Chile;P006;20/06/2023;256;4;515
Spain;P005;20/06/2023;500;3;217
South Africa;P019;20/06/2023;129;10;673
Peru;P040;20/06/2023;395;3;905
USA;P039;20/06/2023;377;9;518
Algeria;P022;20/06/2023;291;7;132
Germany;P021;20/06/2023;425;6;308
Saudi Arabia;P008;20/06/2023;551;3;699
Iraq;P003;20/06/2023;150;5;437
Japan;P002;20/06/2023;307;4;186
Argentina;P007;20/06/2023;80;2;154
Indonesia;P037;20/06/2023;345;1;725
Ukraine;P019;20/06/2023;578;7;296
France;P018;20/06/2023;428;4;362
Malaysia;P032;20/06/2023;421;8;196
Thailand;P053;20/06/2023;314;9;808
Brazil;P052;20/06/2023;150;9;639
Fiji;P035;20/06/2023;585;9;585
Russia;P034;20/06/2023;98;1;439
New Zealand;P032;20/06/2023;214;4;456
Ecuador;P016;20/06/2023;574;10;216
Saudi Arabia;P034;21/06/2023;79;6;531
Japan;P001;21/06/2023;385;3;674
Chile;P007;21/06/2023;225;9;509
Indonesia;P036;21/06/2023;200;1;571
South Africa;P035;21/06/2023;191;10;113
Mongolia;P035;21/06/2023;558;4;266
France;P017;21/06/2023;450;8;772
Malaysia;P031;21/06/2023;375;6;551
Thailand;P052;21/06/2023;309;6;378
Brazil;P051;21/06/2023;223;8;254
Fiji;P034;21/06/2023;373;8;949
Russia;P033;21/06/2023;100;10;740
New Zealand;P031;21/06/2023;400;7;749
Ecuador;P015;21/06/2023;194;10;665
Mexico;P014;21/06/2023;415;2;246
Yemen;P006;21/06/2023;180;7;969
United Kingdom;P049;21/06/2023;503;8;146
Turkey;P041;21/06/2023;389;7;663
Honduras;P031;21/06/2023;299;9;682
Italy;P030;21/06/2023;277;4;746
Bolivia;P011;21/06/2023;136;10;272
Thailand;P012;21/06/2023;179;3;236
Brazil;P011;21/06/2023;219;4;632
Chile;P047;21/06/2023;225;10;842
Spain;P046;21/06/2023;334;3;520
Poland;P025;21/06/2023;453;1;614
Paraguay;P028;21/06/2023;237;5;115
Canada;P027;21/06/2023;169;6;168
Uruguay;P010;21/06/2023;243;1;349
United Kingdom;P009;21/06/2023;349;2;504
Venezuela;P047;21/06/2023;183;5;116
Iraq;P044;21/06/2023;434;4;775
Japan;P043;21/06/2023;216;1;766
Mongolia;P024;21/06/2023;383;9;858
Pakistan;P025;21/06/2023;286;3;786
Nepal;P050;21/06/2023;261;2;226
Chile;P007;21/06/2023;120;7;608
Spain;P006;21/06/2023;315;4;663
South Africa;P020;21/06/2023;137;8;425
Peru;P041;21/06/2023;364;8;809
USA;P040;21/06/2023;558;3;763
Algeria;P023;21/06/2023;276;8;415
Germany;P022;21/06/2023;168;5;829
Saudi Arabia;P009;21/06/2023;575;9;176
Iraq;P004;21/06/2023;302;4;547
Japan;P003;21/06/2023;258;3;103
Argentina;P008;21/06/2023;172;1;760
Indonesia;P038;21/06/2023;27;7;265
Ukraine;P020;21/06/2023;439;4;123
France;P019;21/06/2023;405;5;136
Malaysia;P033;21/06/2023;186;10;218
Peru;P001;21/06/2023;185;10;216
Brazil;P053;21/06/2023;437;3;784
Fiji;P036;21/06/2023;552;3;485
Russia;P035;21/06/2023;522;1;413
Nicaragua;P001;21/06/2023;101;2;954
Ecuador;P017;21/06/2023;113;9;441
Saudi Arabia;P035;22/06/2023;305;6;951
Japan;P002;22/06/2023;138;7;609
Chile;P008;22/06/2023;178;1;922
Indonesia;P037;22/06/2023;443;2;850
Niger;P036;22/06/2023;362;10;322
Mongolia;P036;22/06/2023;178;9;338
France;P018;22/06/2023;152;10;543
Malaysia;P032;22/06/2023;308;1;723
Thailand;P053;22/06/2023;113;4;789
Brazil;P052;22/06/2023;335;4;451
Fiji;P035;22/06/2023;176;6;132
Russia;P034;22/06/2023;179;7;737
New Zealand;P032;22/06/2023;318;3;216
Ecuador;P016;22/06/2023;210;5;651
